respondent_id,Q1_age_group,Q2_gender,Q3_city_tier,Q4_occupation,Q5_monthly_income,Q6_act_gym,Q6_act_yoga,Q6_act_running,Q6_act_cycling,Q6_act_swimming,Q6_act_team_sports,Q6_act_outdoor,Q6_act_home_workout,Q6_act_none,Q7_workout_days_per_week,Q8_workout_location,Q9_goal_weight_loss,Q9_goal_muscle_building,Q9_goal_endurance,Q9_goal_flexibility,Q9_goal_mental_wellness,Q9_goal_recreational,Q9_goal_competitive,Q9_goal_general_health,Q10_influencer_affinity,Q11_current_monthly_spend_inr,Q12_shop_brand_app,Q12_shop_myntra_ajio,Q12_shop_amazon_flipkart,Q12_shop_brand_website,Q12_shop_physical_store,Q12_shop_social_commerce,Q12_shop_local_unbranded,Q13_factor_price,Q13_factor_brand_rep,Q13_factor_fabric_quality,Q13_factor_style,Q13_factor_sustainability,Q13_factor_influencer,Q13_factor_peer_rec,Q13_factor_loyalty_rewards,Q13_factor_size_avail,Q14_purchase_frequency,Q15_brand_nike,Q15_brand_adidas,Q15_brand_puma,Q15_brand_decathlon,Q15_brand_hrx_reebok,Q15_brand_indian_d2c,Q15_brand_unbranded,Q15_brand_none,Q16_feat_personalised_rec,Q16_feat_browse_purchase,Q16_feat_loyalty_rewards,Q16_feat_sustainability_info,Q16_feat_outfit_builder,Q16_feat_size_virtual_tryon,Q16_feat_order_tracking,Q16_feat_community_features,Q16_feat_flash_sales,Q16_feat_brand_collab,Q17_sustainability_importance,Q18_community_challenge_likelihood,Q19_flash_sale_likelihood,Q20_virtual_tryon_importance,Q21_prod_performance_activewear,Q21_prod_casual_athleisure,Q21_prod_sports_footwear,Q21_prod_accessories,Q21_prod_yoga_wellness,Q21_prod_swimwear,Q21_prod_outdoor_gear,Q22_brand_app_usage,Q24_wtp_monthly_inr,Q25_app_download_intent,persona_label,flag_q6_none_corrected,flag_q9_no_goals,flag_q11_luxury_outlier,Q11_winsorized,Q11_log,flag_q24_skeptic_outlier,Q24_winsorized,Q24_log,flag_q25_label_corrected,data_quality_flag_count,Q1_age_group_enc,Q5_monthly_income_enc,Q7_workout_days_enc,Q14_purchase_frequency_enc,Q25_intent_enc
225,28-32,Male,Tier_1,Salaried_Private,60k-80k,1,0,0,0,1,1,0,0,0,3-4_days,Commercial_gym,1,1,0,0,1,0,0,1,No,2196,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,Every_6_months,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,2,3,3,3,0,0,1,1,1,0,1,Prefers_3rd_party,2942,Yes,Casual_Gym_Goer,0,0,0,2196.0,7.69484807238461,0,2942.0,7.987184748233473,0,0,3,4,2,,2
226,18-22,Female,Metro,Student,20k-40k,1,0,0,0,0,1,0,0,0,3-4_days,Commercial_gym,0,0,1,1,0,0,0,1,Yes_occasional,646,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,Yearly,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,2,3,5,2,1,1,1,1,0,0,0,Prefers_3rd_party,913,Maybe,Budget_Student,0,0,0,646.0,6.472346294500901,0,913.0,6.81783057145415,0,0,1,2,2,1.0,1
227,28-32,Male,Tier_1,Salaried_Private,60k-80k,0,0,0,0,0,0,1,1,0,5-7_days,Sports_club,0,1,0,1,0,0,0,1,Yes_occasional,5155,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,Yearly,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,5,3,2,5,1,1,1,1,0,1,1,No_mobile_shopping,6755,No,Serious_Athlete,0,0,0,5155.0,8.547916364059079,0,6755.0,8.81818627792769,0,0,3,4,3,1.0,0
228,18-22,Male,Metro,Student,Below_20k,0,0,0,0,0,1,0,0,0,1-2_days,Home,0,0,0,0,0,1,1,1,Yes_influences_purchases,1937,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,Every_6_months,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,5,2,4,5,0,1,1,0,0,1,0,Prefers_3rd_party,2891,Yes,Fashion_First,0,0,0,1937.0,7.569411792450712,0,2891.0,7.969703583278656,0,0,1,1,1,,2
229,18-22,Female,Metro,Business_Owner,Below_20k,0,0,0,1,0,1,0,1,0,1-2_days,Home,0,0,0,0,1,1,0,1,Yes_influences_purchases,1322,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,Every_2-3_months,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,2,4,1,1,1,1,0,0,0,0,Installed_rarely,1205,Yes,Fashion_First,0,0,0,1322.0,7.187657164114956,0,1205.0,7.095064377287131,0,0,1,1,1,2.0,2
230,28-32,Male,Metro,Salaried_Private,40k-60k,1,0,1,0,1,1,1,0,0,5-7_days,Sports_club,1,1,0,0,0,1,0,1,Yes_influences_purchases,4122,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,Every_2-3_months,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,3,5,2,5,1,1,1,1,0,0,1,Installed_rarely,3949,No,Serious_Athlete,0,0,0,4122.0,8.3243363327069,0,3949.0,8.281470857895167,0,0,3,3,3,2.0,0
231,23-27,Non_binary,Tier_2,Salaried_Private,60k-80k,1,1,1,1,0,1,0,0,0,5-7_days,Commercial_gym,0,1,0,1,0,0,0,0,Yes_occasional,2806,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,Every_6_months,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,3,4,5,3,1,0,1,0,0,0,0,Prefers_3rd_party,3939,Yes,Serious_Athlete,0,0,0,2806.0,7.939871576361883,0,3939.0,8.27893600229198,0,0,2,4,3,,2
232,28-32,Male,Tier_1,Student,60k-80k,0,0,0,1,0,1,0,0,0,3-4_days,Commercial_gym,0,0,0,1,0,0,0,0,Yes_influences_purchases,14345,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,Monthly_or_more,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,3,3,5,4,0,0,0,0,0,0,0,Uses_regularly,22000,Yes,Casual_Gym_Goer,0,0,1,14258.03,9.571226436686379,0,22000.0,9.99884318585288,0,1,3,4,2,,2
233,18-22,Female,Tier_2,Salaried_Public,Below_20k,1,1,0,0,0,0,0,0,0,3-4_days,Commercial_gym,0,1,0,0,1,0,0,0,Yes_influences_purchases,403,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,Yearly,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,3,5,5,4,1,1,1,1,1,0,0,No_mobile_shopping,598,No,Budget_Student,0,0,0,403.0,6.0014148779611505,0,598.0,6.395261598115449,0,0,1,1,2,1.0,0
234,33-35,Female,Metro,Salaried_Private,20k-40k,1,1,0,0,0,1,0,1,0,5-7_days,Online_virtual,0,0,0,0,0,1,0,1,Yes_influences_purchases,5230,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,Every_2-3_months,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,3,4,3,5,0,1,1,1,1,0,1,Installed_rarely,5326,Yes,Fashion_First,0,0,0,5230.0,8.562357743370612,0,5326.0,8.580543506917,0,0,4,2,3,2.0,2
235,23-27,Male,Tier_1,Salaried_Private,40k-60k,0,0,1,0,0,0,0,0,0,3-4_days,Sports_club,1,1,0,0,1,1,0,0,No,617,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,Yearly,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,2,3,5,2,0,1,1,1,0,0,0,Prefers_3rd_party,720,Maybe,Budget_Student,0,0,0,617.0,6.42648845745769,0,720.0,6.580639137284949,0,0,2,3,2,1.0,1
236,33-35,Male,Metro,Student,20k-40k,0,1,1,1,1,0,1,0,0,5-7_days,Outdoors,0,1,0,0,1,1,0,1,Yes_occasional,2123,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,Every_2-3_months,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,5,3,2,5,0,0,1,1,0,1,1,Installed_rarely,3053,Maybe,Outdoor_Enthusiast,0,0,0,2123.0,7.66105638236183,0,3053.0,8.024207485778577,0,0,4,2,3,2.0,1
237,18-22,Male,Metro,Business_Owner,60k-80k,0,0,0,0,0,0,0,0,0,1-2_days,Outdoors,1,0,0,0,0,0,0,0,Yes_influences_purchases,4560,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,Every_2-3_months,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,2,4,3,2,0,1,0,0,0,0,1,Prefers_3rd_party,4982,Maybe,Fashion_First,1,0,0,4560.0,8.4252971767117,0,4982.0,8.513787398281405,0,1,1,4,1,2.0,1
238,23-27,Female,Tier_2,Salaried_Private,20k-40k,1,0,0,0,0,0,1,0,0,3-4_days,Home,0,0,1,1,0,1,0,0,Yes_influences_purchases,2026,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,Yearly,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,4,4,3,1,1,1,0,0,1,1,Uses_regularly,2243,Maybe,Outdoor_Enthusiast,0,0,0,2026.0,7.614312146452,0,2243.0,7.716015266642587,0,0,2,2,2,1.0,1
239,23-27,Male,Tier_2,Salaried_Private,40k-60k,0,1,0,0,0,1,1,0,0,3-4_days,Commercial_gym,0,1,0,0,0,0,0,0,Yes_occasional,2663,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,Monthly_or_more,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,5,3,4,3,0,0,1,0,0,0,0,Uses_regularly,2907,No,Serious_Athlete,0,0,0,2663.0,7.88758403166028,0,2907.0,7.97522083865341,0,0,2,3,2,,0
240,28-32,Female,Tier_1,Salaried_Private,40k-60k,0,1,1,1,0,1,0,1,0,5-7_days,Sports_club,0,0,0,1,0,0,0,1,Yes_influences_purchases,4278,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,Monthly_or_more,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,5,2,3,1,1,1,1,1,1,0,Installed_rarely,162,Yes,Serious_Athlete,0,0,0,4278.0,8.361474616416817,1,283.85,5.093750200806762,0,1,3,3,3,,2
241,23-27,Female,Tier_2,Student,40k-60k,0,0,0,0,0,1,1,0,0,3-4_days,Outdoors,0,0,1,1,0,1,1,1,No,1589,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,Every_2-3_months,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,3,3,1,4,0,0,1,1,1,0,1,Prefers_3rd_party,2309,No,Outdoor_Enthusiast,0,0,0,1589.0,7.371489295214277,0,2309.0,7.745002803515839,0,0,2,3,2,2.0,0
242,18-22,Female,Metro,Business_Owner,Below_20k,1,1,1,1,0,1,1,0,0,5-7_days,Home,0,0,1,0,0,1,1,1,Yes_occasional,1440,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,Every_6_months,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,5,4,2,2,0,0,1,0,1,0,1,Installed_rarely,1940,Yes,Outdoor_Enthusiast,0,0,0,1440.0,7.273092595999522,0,1940.0,7.57095858316901,0,0,1,1,3,,2
243,23-27,Male,Metro,Other,20k-40k,1,0,1,0,0,0,1,1,0,5-7_days,Commercial_gym,1,1,1,1,0,0,0,0,No,1350,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,Every_6_months,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,3,4,4,3,0,1,1,0,0,0,0,Installed_rarely,1699,Yes,Casual_Gym_Goer,0,0,0,1350.0,7.208600337960199,0,1699.0,7.438383530044307,0,0,2,2,3,,2
244,18-22,Female,Tier_1,Salaried_Private,20k-40k,0,1,0,1,0,1,0,1,0,3-4_days,Online_virtual,0,0,0,1,0,0,0,0,Yes_influences_purchases,3133,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,Every_2-3_months,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,3,3,5,3,0,0,1,0,0,0,0,Installed_rarely,3347,Yes,Fashion_First,0,0,0,3133.0,8.050065422915965,0,3347.0,8.116118431609365,0,0,1,2,2,2.0,2
245,23-27,Female,Metro,Business_Owner,20k-40k,0,1,0,0,0,0,0,1,0,1-2_days,Online_virtual,1,1,1,0,1,0,0,1,Yes_influences_purchases,638,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,Every_2-3_months,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,2,3,5,3,1,0,1,1,0,0,0,Prefers_3rd_party,725,Yes,Fashion_First,0,0,0,638.0,6.459904454377535,0,725.0,6.587550014824796,0,0,2,2,1,2.0,2
246,18-22,Male,Metro,Student,40k-60k,0,0,1,0,0,0,0,0,0,0_days,Home,1,0,0,0,0,1,0,1,No,860,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,Every_2-3_months,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,4,5,4,0,1,1,0,0,0,1,Uses_regularly,1249,Maybe,Budget_Student,0,0,0,860.0,6.7580945044277305,0,1249.0,7.1308988302963465,0,0,1,3,0,2.0,1
247,18-22,Female,Tier_2,Student,Below_20k,0,0,1,0,0,0,0,0,0,3-4_days,Online_virtual,1,0,0,1,1,1,0,0,Yes_occasional,774,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,Monthly_or_more,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,3,2,3,2,1,1,0,1,0,1,0,Prefers_3rd_party,831,Yes,Fashion_First,0,0,0,774.0,6.652863029353347,0,831.0,6.723832440821209,0,0,1,1,2,,2
248,28-32,Male,Tier_3,Student,40k-60k,1,1,0,0,1,1,1,0,0,3-4_days,Home,1,1,0,0,1,1,0,1,Yes_occasional,2927,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,Every_6_months,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,3,4,5,3,0,1,0,0,0,0,0,Installed_rarely,4093,Yes,Casual_Gym_Goer,0,0,0,2927.0,7.982074875081202,0,4093.0,8.317277766221235,0,0,3,3,2,,2
249,23-27,Male,Tier_1,Salaried_Private,Below_20k,0,0,1,0,0,0,0,1,0,1-2_days,Online_virtual,0,0,1,1,0,1,1,1,Yes_influences_purchases,1470,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,Every_2-3_months,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,4,2,3,4,0,1,1,1,0,0,1,Prefers_3rd_party,1637,Maybe,Casual_Gym_Goer,0,0,0,1470.0,7.293697720601438,0,1637.0,7.401231264413015,0,0,2,1,1,2.0,1
250,23-27,Female,Metro,Student,80k-100k,1,0,0,0,1,0,1,1,0,3-4_days,Home,0,0,1,0,0,1,0,0,Yes_influences_purchases,100,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,Every_2-3_months,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,3,2,4,3,1,1,1,1,0,0,0,Prefers_3rd_party,113,Yes,Casual_Gym_Goer,0,0,0,100.0,4.61512051684126,1,283.85,4.736198448394496,0,1,2,5,2,2.0,2
251,23-27,Male,Tier_2,Salaried_Private,60k-80k,1,1,0,0,0,1,0,1,0,3-4_days,Home,1,0,0,0,0,1,1,0,Yes_influences_purchases,1971,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,Monthly_or_more,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,3,2,2,4,0,1,1,0,1,1,1,Uses_regularly,3509,No,Fashion_First,0,0,0,1971.0,7.586803535162581,0,3509.0,8.163371316459912,0,0,2,4,2,,0
252,23-27,Male,Metro,Student,80k-100k,1,0,0,0,0,0,0,0,0,3-4_days,Online_virtual,0,0,1,0,0,1,0,1,Yes_influences_purchases,2224,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,Every_6_months,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,3,3,5,4,1,0,1,1,0,0,0,Prefers_3rd_party,3099,Maybe,Budget_Student,0,0,0,2224.0,7.707512194600341,0,3099.0,8.039157390473237,0,0,2,5,2,,1
253,23-27,Male,Tier_1,Salaried_Private,80k-100k,1,0,1,0,1,1,1,0,0,1-2_days,Commercial_gym,1,1,1,0,0,0,0,0,Yes_occasional,3748,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,Every_6_months,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,2,3,4,4,0,0,0,0,0,0,0,Uses_regularly,5882,Yes,Casual_Gym_Goer,0,0,0,3748.0,8.229244416735913,0,5882.0,8.679822114864455,0,0,2,5,1,,2
254,23-27,Male,Metro,Salaried_Public,20k-40k,0,1,1,0,0,0,1,0,0,3-4_days,Commercial_gym,1,1,0,0,1,1,0,1,No,2190,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,Every_2-3_months,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,3,3,4,4,0,0,1,0,0,0,0,Uses_regularly,2827,Maybe,Casual_Gym_Goer,0,0,0,2190.0,7.692113339595466,0,2827.0,7.947325027016463,0,0,2,2,2,2.0,1
255,33-35,Female,Tier_2,Salaried_Private,60k-80k,1,1,1,0,1,0,0,0,0,3-4_days,Outdoors,1,1,1,0,0,1,0,0,No,3059,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,Every_6_months,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,4,2,3,3,1,1,1,1,1,0,1,Installed_rarely,3802,Yes,Casual_Gym_Goer,0,0,0,3059.0,8.026170194946426,0,3802.0,8.24354550792826,0,0,4,4,2,,2
256,28-32,Male,Tier_3,Salaried_Private,40k-60k,0,1,1,1,0,1,1,0,0,3-4_days,Dont_workout,1,0,1,0,1,1,0,1,Yes_occasional,2660,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,Yearly,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,5,5,3,2,1,0,1,1,0,0,1,Prefers_3rd_party,3556,Maybe,Outdoor_Enthusiast,0,0,0,2660.0,7.886457270977689,0,3556.0,8.176672771948455,1,1,3,3,2,1.0,1
257,33-35,Male,Tier_2,Freelancer,80k-100k,1,0,0,1,0,1,1,0,0,5-7_days,Outdoors,0,0,1,0,1,1,1,1,Yes_occasional,6280,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,Monthly_or_more,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,5,5,2,3,1,0,1,1,1,0,1,Installed_rarely,8873,Maybe,Outdoor_Enthusiast,0,0,0,6280.0,8.74528448245438,0,8873.0,9.090880931938855,0,0,4,5,3,,1
258,28-32,Male,Metro,Salaried_Private,40k-60k,1,1,1,1,1,0,0,0,0,3-4_days,Commercial_gym,0,0,1,1,0,0,1,0,No,1832,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,Every_6_months,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,3,5,4,3,1,1,1,1,0,0,0,Uses_regularly,2400,Yes,Serious_Athlete,0,0,0,1832.0,7.513709247839705,0,2400.0,7.783640596221253,0,0,3,3,2,,2
259,18-22,Non_binary,Tier_1,Salaried_Public,40k-60k,1,0,0,1,1,0,0,0,0,5-7_days,Outdoors,0,1,1,0,0,0,1,1,Yes_occasional,2881,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,Monthly_or_more,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,5,5,4,3,1,0,1,1,0,1,1,Uses_regularly,4184,Yes,Serious_Athlete,0,0,0,2881.0,7.966239776559467,0,4184.0,8.339261982923576,0,0,1,3,3,,2
260,23-27,Male,Metro,Salaried_Private,80k-100k,0,0,0,1,0,0,0,1,0,1-2_days,Home,1,1,1,0,1,1,0,0,Yes_influences_purchases,2952,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,Every_6_months,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,3,3,2,5,0,1,1,0,1,1,0,Prefers_3rd_party,4412,Maybe,Fashion_First,0,0,0,2952.0,7.990576881743923,0,4412.0,8.392310009269547,0,0,2,5,1,,1
261,28-32,Non_binary,Tier_2,Salaried_Private,80k-100k,1,1,0,0,1,0,0,1,0,3-4_days,Commercial_gym,1,0,1,1,0,0,1,0,Yes_influences_purchases,6985,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,Monthly_or_more,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,4,4,1,4,1,1,1,0,0,0,0,Uses_regularly,370,No,Serious_Athlete,0,0,0,6985.0,8.851663425366777,1,370.0,5.916202062607435,0,1,3,5,2,,0
262,33-35,Female,Metro,Student,Above_100k,0,0,1,0,0,0,1,1,0,5-7_days,Commercial_gym,0,1,1,1,1,1,0,0,Yes_influences_purchases,14444,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,Every_2-3_months,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,5,3,2,2,0,0,1,1,0,1,1,Uses_regularly,22000,Yes,Outdoor_Enthusiast,0,0,1,14258.03,9.578103612900335,0,22000.0,9.99884318585288,0,1,4,6,3,2.0,2
263,23-27,Male,Metro,Salaried_Public,Below_20k,1,0,1,0,1,0,0,0,0,3-4_days,Commercial_gym,1,1,0,0,1,0,1,1,Yes_influences_purchases,1506,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,Every_2-3_months,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,5,4,3,1,1,0,1,0,0,0,Uses_regularly,2341,Maybe,Casual_Gym_Goer,0,0,0,1506.0,7.317876198626496,0,2341.0,7.758760544157663,0,0,2,1,2,2.0,1
264,18-22,Female,Tier_1,Business_Owner,40k-60k,1,1,0,0,0,0,1,0,0,5-7_days,Commercial_gym,0,1,1,1,0,0,1,0,Yes_influences_purchases,2751,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,Every_2-3_months,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,3,4,5,4,1,1,1,1,0,0,1,Installed_rarely,4284,Yes,Serious_Athlete,0,0,0,2751.0,7.920083199053234,0,4284.0,8.36287583103188,0,0,1,3,3,2.0,2
265,18-22,Female,Tier_1,Student,Below_20k,0,0,0,0,1,1,0,0,0,5-7_days,Home,1,0,0,0,1,0,0,1,Yes_occasional,9642,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,Every_2-3_months,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,4,5,4,0,0,0,0,1,0,0,Installed_rarely,13414,Yes,Budget_Student,0,0,1,9642.0,9.173987542510384,0,13414.0,9.504128762859725,0,1,1,1,3,2.0,2
266,18-22,Male,Tier_2,Business_Owner,40k-60k,1,0,0,0,0,1,0,1,0,5-7_days,Outdoors,1,1,0,1,0,0,0,1,Yes_occasional,2463,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,Every_2-3_months,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,4,4,3,3,1,0,1,0,0,0,1,Uses_regularly,2878,Yes,Serious_Athlete,0,0,0,2463.0,7.80954132465341,0,2878.0,7.965198290612176,0,0,1,3,3,2.0,2
267,28-32,Male,Metro,Business_Owner,40k-60k,1,0,1,0,1,0,0,0,0,3-4_days,Commercial_gym,1,0,0,0,0,1,0,1,Yes_influences_purchases,2911,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,Monthly_or_more,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,3,3,3,2,0,1,0,0,0,1,0,No_mobile_shopping,3292,Maybe,Casual_Gym_Goer,0,0,0,2911.0,7.976595409316577,0,3292.0,8.099554282376364,0,0,3,3,2,,1
268,28-32,Female,Tier_2,Student,40k-60k,1,1,0,0,1,1,0,1,0,5-7_days,Commercial_gym,1,1,0,0,1,0,0,0,Yes_influences_purchases,5162,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,Every_2-3_months,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,4,4,4,4,1,1,1,1,1,1,0,Prefers_3rd_party,5574,Yes,Serious_Athlete,0,0,0,5162.0,8.54927308487965,0,5574.0,8.62604759632832,0,0,3,3,3,2.0,2
269,28-32,Female,Metro,Salaried_Public,80k-100k,1,0,1,0,1,1,0,0,0,5-7_days,Commercial_gym,0,1,1,0,0,0,0,1,Yes_occasional,8219,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,Every_6_months,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,5,3,3,1,0,1,0,0,0,1,Uses_regularly,14527,Yes,Serious_Athlete,0,0,0,8219.0,9.014325488050225,0,14527.0,9.583833100841074,0,0,3,5,3,,2
270,33-35,Female,Metro,Salaried_Private,40k-60k,1,0,1,0,0,1,0,1,0,5-7_days,Commercial_gym,1,1,1,0,0,0,1,0,Yes_occasional,2265,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,Monthly_or_more,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,4,5,4,4,0,0,1,1,1,0,0,Prefers_3rd_party,2777,Yes,Serious_Athlete,0,0,0,2265.0,7.725771441587952,0,2777.0,7.9294865233142895,0,0,4,3,3,,2
271,28-32,Prefer_not_to_say,Tier_1,Salaried_Private,60k-80k,1,0,0,0,0,0,0,1,0,5-7_days,Sports_club,0,1,1,0,1,1,0,0,Yes_occasional,7761,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,Every_2-3_months,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,2,4,3,4,1,1,1,0,0,0,0,Uses_regularly,13275,Yes,Serious_Athlete,0,0,0,7761.0,8.956995311928852,0,13275.0,9.493713172839865,0,0,3,4,3,2.0,2
272,28-32,Male,Metro,Student,80k-100k,1,0,0,1,0,0,0,0,0,5-7_days,Commercial_gym,0,0,1,1,1,0,0,0,Yes_occasional,8042,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,Every_6_months,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,4,4,3,2,1,0,1,1,0,0,0,Uses_regularly,14968,Maybe,Serious_Athlete,0,0,0,8042.0,8.99255742690407,0,14968.0,9.613736674915236,0,0,3,5,3,,1
273,28-32,Female,Tier_1,Business_Owner,60k-80k,1,1,1,1,1,0,0,0,0,5-7_days,Outdoors,1,0,1,0,1,0,0,0,Yes_occasional,3655,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,Every_2-3_months,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,5,5,3,1,1,1,1,0,1,1,Installed_rarely,3726,No,Serious_Athlete,0,0,0,3655.0,8.204124932574041,0,3726.0,8.223358899479258,0,0,3,4,3,2.0,0
274,28-32,Female,Metro,Salaried_Private,40k-60k,1,0,1,0,0,0,0,1,0,3-4_days,Home,0,0,0,0,0,0,0,1,Yes_occasional,3112,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,Every_2-3_months,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,4,1,5,3,0,1,1,0,1,0,0,Installed_rarely,289,Yes,Fashion_First,0,0,0,3112.0,8.043342170441608,1,289.0,5.66988092298052,0,1,3,3,2,2.0,2
